institutioncode,institution,collectioncode,catalognumber,recordnumber,scientificname,kingdom,phylum,class,order,family,clade,genus,subgenus,specificepithet,infraspecificepithet,taxonrank,verbatimtaxonrank,vernacularname,sex
UWBM,University of Washington Burke Museum,Bird,82633,,Eugenes fulgens,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Eugenes,,fulgens,,species,,Rivoli's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,82634,,Eugenes fulgens,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Eugenes,,fulgens,,species,,Rivoli's Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,82638,,Eugenes fulgens,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Eugenes,,fulgens,,species,,Rivoli's Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,82653,,Eugenes fulgens,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Eugenes,,fulgens,,species,,Rivoli's Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,82665,,Heliomaster constantii,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Heliomaster,,constantii,,species,,Plain-capped Starthroat,male
UWBM,University of Washington Burke Museum,Bird,82852,,Eugenes fulgens,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Eugenes,,fulgens,,species,,Rivoli's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,82868,,Eugenes fulgens,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Eugenes,,fulgens,,species,,Rivoli's Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,82874,,Lampornis amethystinus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Lampornis,,amethystinus,,species,,Amethyst-throated Mountaingem,female
UWBM,University of Washington Burke Museum,Bird,82905,,Eugenes fulgens,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Eugenes,,fulgens,,species,,Rivoli's Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,82914,,Eugenes fulgens,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Eugenes,,fulgens,,species,,Rivoli's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,82916,,Eugenes fulgens,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Eugenes,,fulgens,,species,,Rivoli's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,83947,,Heliomaster constantii,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Heliomaster,,constantii,,species,,Plain-capped Starthroat,male
UWBM,University of Washington Burke Museum,Bird,84014,,Heliomaster constantii,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Heliomaster,,constantii,,species,,Plain-capped Starthroat,male
UWBM,University of Washington Burke Museum,Bird,84015,,Heliomaster constantii,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Heliomaster,,constantii,,species,,Plain-capped Starthroat,undetermined
UWBM,University of Washington Burke Museum,Bird,84053,,Heliomaster constantii,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Heliomaster,,constantii,,species,,Plain-capped Starthroat,female
UWBM,University of Washington Burke Museum,Bird,121812,,Lampornis calolaemus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Lampornis,,calolaemus,,species,,Purple-throated Mountaingem,male
UWBM,University of Washington Burke Museum,Bird,121813,,Lampornis calolaemus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Lampornis,,calolaemus,,species,,Purple-throated Mountaingem,male
UWBM,University of Washington Burke Museum,Bird,121814,,Lampornis hemileucus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Lampornis,,hemileucus,,species,,White-bellied Mountaingem,female
UWBM,University of Washington Burke Museum,Bird,121815,,Lampornis calolaemus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Lampornis,,calolaemus,,species,,Purple-throated Mountaingem,male
UWBM,University of Washington Burke Museum,Bird,121816,,Lampornis hemileucus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Lampornis,,hemileucus,,species,,White-bellied Mountaingem,female
UWBM,University of Washington Burke Museum,Bird,123329,,Lampornis calolaemus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Lampornis,,calolaemus,,species,,Purple-throated Mountaingem,male
UWBM,University of Washington Burke Museum,Bird,125002,,Lampornis castaneoventris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mountain Gems,Lampornis,,castaneoventris,,species,,White-throated Mountaingem,female
UWBM,University of Washington Burke Museum,Bird,56031,,Anthracothorax prevostii,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mangoes,Anthracothorax,,prevostii,,species,,Green-breasted Mango,male
UWBM,University of Washington Burke Museum,Bird,56041,,Anthracothorax prevostii,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mangoes,Anthracothorax,,prevostii,,species,,Green-breasted Mango,male
UWBM,University of Washington Burke Museum,Bird,65256,,Anthracothorax viridis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mangoes,Anthracothorax,,viridis,,species,,Green Mango,male
UWBM,University of Washington Burke Museum,Bird,65257,,Anthracothorax viridis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mangoes,Anthracothorax,,viridis,,species,,Green Mango,male
UWBM,University of Washington Burke Museum,Bird,77187,,Colibri thalassinus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mangoes,Colibri,,thalassinus,,,,Mexican Violetear,male
UWBM,University of Washington Burke Museum,Bird,118954,,Colibri thalassinus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Mangoes,Colibri,,thalassinus,,species,,Mexican Violetear,male
UWBM,University of Washington Burke Museum,Bird,56018,,Phaethornis superciliosus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,superciliosus,,species,,Long-tailed Hermit,female
UWBM,University of Washington Burke Museum,Bird,56029,,Phaethornis superciliosus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,superciliosus,,species,,Long-tailed Hermit,female
UWBM,University of Washington Burke Museum,Bird,56050,,Threnetes ruckeri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Threnetes,,ruckeri,,species,,Band-tailed Barbthroat,male
UWBM,University of Washington Burke Museum,Bird,56051,,Glaucis aeneus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Glaucis,,aeneus,,,,Bronzy Hermit,male
UWBM,University of Washington Burke Museum,Bird,56052,,Glaucis aeneus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Glaucis,,aeneus,,,,Bronzy Hermit,male
UWBM,University of Washington Burke Museum,Bird,56053,,Phaethornis superciliosus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,superciliosus,,species,,Long-tailed Hermit,male
UWBM,University of Washington Burke Museum,Bird,56077,,Threnetes ruckeri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Threnetes,,ruckeri,,species,,Band-tailed Barbthroat,male
UWBM,University of Washington Burke Museum,Bird,56225,,Phaethornis longuemareus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,longuemareus,,species,,Little Hermit,male
UWBM,University of Washington Burke Museum,Bird,68960,,Phaethornis longuemareus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,longuemareus,,species,,Little Hermit,male
UWBM,University of Washington Burke Museum,Bird,68970,,Phaethornis longuemareus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,longuemareus,,species,,Little Hermit,female
UWBM,University of Washington Burke Museum,Bird,68975,,Phaethornis longuemareus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,longuemareus,,species,,Little Hermit,female
UWBM,University of Washington Burke Museum,Bird,69145,,Phaethornis longuemareus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,longuemareus,,species,,Little Hermit,male
UWBM,University of Washington Burke Museum,Bird,69156,,Phaethornis longuemareus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,longuemareus,,species,,Little Hermit,female
UWBM,University of Washington Burke Museum,Bird,76837,,Threnetes ruckeri darienensis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Threnetes,,ruckeri,darienensis,subspecies,,Band-tailed Barbthroat,male
UWBM,University of Washington Burke Museum,Bird,76868,,Eutoxeres aquila salvini,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Eutoxeres,,aquila,salvini,subspecies,,White-tipped Sicklebill,male
UWBM,University of Washington Burke Museum,Bird,76887,,Phaethornis guy coruscans,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,guy,coruscans,subspecies,,Green Hermit,male
UWBM,University of Washington Burke Museum,Bird,76890,,Phaethornis guy coruscans,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,guy,coruscans,subspecies,,Green Hermit,male
UWBM,University of Washington Burke Museum,Bird,76893,,Phaethornis guy coruscans,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,guy,coruscans,subspecies,,Green Hermit,female
UWBM,University of Washington Burke Museum,Bird,76908,,Eutoxeres aquila salvini,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Eutoxeres,,aquila,salvini,subspecies,,White-tipped Sicklebill,female
UWBM,University of Washington Burke Museum,Bird,76921,,Threnetes ruckeri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Threnetes,,ruckeri,,,,Band-tailed Barbthroat,male
UWBM,University of Washington Burke Museum,Bird,76925,,Eutoxeres aquila salvini,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Eutoxeres,,aquila,salvini,subspecies,,White-tipped Sicklebill,male
UWBM,University of Washington Burke Museum,Bird,76939,,Threnetes ruckeri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Threnetes,,ruckeri,,,,Band-tailed Barbthroat,male
UWBM,University of Washington Burke Museum,Bird,76940,,Eutoxeres aquila salvini,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Eutoxeres,,aquila,salvini,subspecies,,White-tipped Sicklebill,male
UWBM,University of Washington Burke Museum,Bird,76943,,Eutoxeres aquila salvini,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Eutoxeres,,aquila,salvini,subspecies,,White-tipped Sicklebill,undetermined
UWBM,University of Washington Burke Museum,Bird,76948,,Threnetes ruckeri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Threnetes,,ruckeri,,,,Band-tailed Barbthroat,male
UWBM,University of Washington Burke Museum,Bird,76949,,Eutoxeres aquila salvini,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Eutoxeres,,aquila,salvini,subspecies,,White-tipped Sicklebill,male
UWBM,University of Washington Burke Museum,Bird,76953,,Eutoxeres aquila salvini,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Eutoxeres,,aquila,salvini,subspecies,,White-tipped Sicklebill,female
UWBM,University of Washington Burke Museum,Bird,76969,,Eutoxeres aquila salvini,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Eutoxeres,,aquila,salvini,subspecies,,White-tipped Sicklebill,male
UWBM,University of Washington Burke Museum,Bird,76984,,Phaethornis guy coruscans,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,guy,coruscans,subspecies,,Green Hermit,male
UWBM,University of Washington Burke Museum,Bird,76993,,Threnetes ruckeri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Threnetes,,ruckeri,,,,Band-tailed Barbthroat,male
UWBM,University of Washington Burke Museum,Bird,77005,,Threnetes ruckeri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Threnetes,,ruckeri,,,,Band-tailed Barbthroat,male
UWBM,University of Washington Burke Museum,Bird,77035,,Phaethornis guy coruscans,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,guy,coruscans,subspecies,,Green Hermit,female
UWBM,University of Washington Burke Museum,Bird,77150,,Phaethornis malaris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,malaris,,species,,Great-billed Hermit,male
UWBM,University of Washington Burke Museum,Bird,77784,,Phaethornis malaris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,malaris,,species,,Great-billed Hermit,male
UWBM,University of Washington Burke Museum,Bird,118909,,Phaethornis mexicanus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,mexicanus,,species,,Mexican Hermit,male
UWBM,University of Washington Burke Museum,Bird,118910,,Phaethornis mexicanus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,mexicanus,,species,,Mexican Hermit,female
UWBM,University of Washington Burke Museum,Bird,118938,,Phaethornis mexicanus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,mexicanus,,species,,Mexican Hermit,female
UWBM,University of Washington Burke Museum,Bird,118939,,Phaethornis mexicanus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,mexicanus,,species,,Mexican Hermit,undetermined
UWBM,University of Washington Burke Museum,Bird,118944,,Phaethornis mexicanus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,mexicanus,,species,,Mexican Hermit,female
UWBM,University of Washington Burke Museum,Bird,123358,,Phaethornis guy,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,guy,,species,,Green Hermit,male
UWBM,University of Washington Burke Museum,Bird,123404,,Glaucis aeneus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Glaucis,,aeneus,,species,,Bronzy Hermit,female
UWBM,University of Washington Burke Museum,Bird,123405,,Glaucis aeneus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Glaucis,,aeneus,,species,,Bronzy Hermit,female
UWBM,University of Washington Burke Museum,Bird,123415,,Phaethornis longuemareus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,longuemareus,,species,,Little Hermit,
UWBM,University of Washington Burke Museum,Bird,123416,,Phaethornis superciliosus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,superciliosus,,species,,Long-tailed Hermit,male
UWBM,University of Washington Burke Museum,Bird,123451,,Phaethornis guy,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,guy,,species,,Green Hermit,male
UWBM,University of Washington Burke Museum,Bird,123452,,Phaethornis superciliosus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,superciliosus,,species,,Long-tailed Hermit,female
UWBM,University of Washington Burke Museum,Bird,123474,,Phaethornis guy,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,guy,,species,,Green Hermit,female
UWBM,University of Washington Burke Museum,Bird,123475,,Phaethornis guy,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,guy,,species,,Green Hermit,female
UWBM,University of Washington Burke Museum,Bird,123499,,Threnetes ruckeri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Threnetes,,ruckeri,,species,,Band-tailed Barbthroat,male
UWBM,University of Washington Burke Museum,Bird,123500,,Threnetes ruckeri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Threnetes,,ruckeri,,species,,Band-tailed Barbthroat,male
UWBM,University of Washington Burke Museum,Bird,123512,,Threnetes ruckeri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Threnetes,,ruckeri,,species,,Band-tailed Barbthroat,male
UWBM,University of Washington Burke Museum,Bird,123546,,Phaethornis guy,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,guy,,species,,Green Hermit,female
UWBM,University of Washington Burke Museum,Bird,123628,,Threnetes ruckeri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Threnetes,,ruckeri,,species,,Band-tailed Barbthroat,male
UWBM,University of Washington Burke Museum,Bird,123629,,Threnetes ruckeri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Threnetes,,ruckeri,,species,,Band-tailed Barbthroat,male
UWBM,University of Washington Burke Museum,Bird,123684,,Phaethornis longuemareus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,longuemareus,,species,,Little Hermit,male
UWBM,University of Washington Burke Museum,Bird,123686,,Phaethornis guy,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,guy,,species,,Green Hermit,female
UWBM,University of Washington Burke Museum,Bird,123832,,Phaethornis guy,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,guy,,species,,Green Hermit,male
UWBM,University of Washington Burke Museum,Bird,123886,,Phaethornis superciliosus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,superciliosus,,species,,Long-tailed Hermit,male
UWBM,University of Washington Burke Museum,Bird,123924,,Threnetes ruckeri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Threnetes,,ruckeri,,species,,Band-tailed Barbthroat,male
UWBM,University of Washington Burke Museum,Bird,123926,,Eutoxeres aquila,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Eutoxeres,,aquila,,species,,White-tipped Sicklebill,male
UWBM,University of Washington Burke Museum,Bird,123931,,Phaethornis superciliosus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,superciliosus,,species,,Long-tailed Hermit,female
UWBM,University of Washington Burke Museum,Bird,124912,,Glaucis aeneus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Glaucis,,aeneus,,species,,Bronzy Hermit,male
UWBM,University of Washington Burke Museum,Bird,124998,,Phaethornis longuemareus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,longuemareus,,species,,Little Hermit,female
UWBM,University of Washington Burke Museum,Bird,124999,,Phaethornis guy,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,guy,,species,,Green Hermit,male
UWBM,University of Washington Burke Museum,Bird,125001,,Eutoxeres aquila,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Eutoxeres,,aquila,,species,,White-tipped Sicklebill,female
UWBM,University of Washington Burke Museum,Bird,125003,,Phaethornis guy,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,guy,,species,,Green Hermit,male
UWBM,University of Washington Burke Museum,Bird,46805,,Campylopterus hemileucurus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Campylopterus,,hemileucurus,,species,,Violet Sabrewing,female
UWBM,University of Washington Burke Museum,Bird,54382,,Chlorostilbon lucidus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Chlorostilbon,,lucidus,,,,Glittering-bellied Emerald,female
UWBM,University of Washington Burke Museum,Bird,54385,,Amazilia chionogaster,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,chionogaster,,species,,White-bellied Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,54386,,Chlorostilbon lucidus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Chlorostilbon,,lucidus,,,,Glittering-bellied Emerald,male
UWBM,University of Washington Burke Museum,Bird,55996,,Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,tzacatl,,species,,Rufous-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,56002,,Amazilia rutila,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,rutila,,species,,Cinnamon Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,56007,,Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,tzacatl,,species,,Rufous-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,56012,,Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,tzacatl,,species,,Rufous-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,56013,,Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,tzacatl,,species,,Rufous-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,56016,,Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,tzacatl,,species,,Rufous-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,56017,,Hylocharis eliciae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Hylocharis,,eliciae,,species,,Blue-throated Goldentail,female
UWBM,University of Washington Burke Museum,Bird,56027,,Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,tzacatl,,species,,Rufous-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,56032,,Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,tzacatl,,species,,Rufous-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,56034,,Phaeochroa cuvierii,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Phaeochroa,,cuvierii,,species,,Scaly-breasted Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,56042,,Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,tzacatl,,species,,Rufous-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,56054,,Hylocharis eliciae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Hylocharis,,eliciae,,species,,Blue-throated Goldentail,male
UWBM,University of Washington Burke Museum,Bird,56107,,Eupherusa eximia,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Eupherusa,,eximia,,species,,Stripe-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,56114,,Eupherusa eximia,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Eupherusa,,eximia,,species,,Stripe-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,56117,,Eupherusa eximia,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Eupherusa,,eximia,,species,,Stripe-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,56138,,Campylopterus hemileucurus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Campylopterus,,hemileucurus,,species,,Violet Sabrewing,female
UWBM,University of Washington Burke Museum,Bird,56142,,Campylopterus hemileucurus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Campylopterus,,hemileucurus,,species,,Violet Sabrewing,female
UWBM,University of Washington Burke Museum,Bird,56165,,Campylopterus hemileucurus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Campylopterus,,hemileucurus,,species,,Violet Sabrewing,male
UWBM,University of Washington Burke Museum,Bird,56168,,Campylopterus hemileucurus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Campylopterus,,hemileucurus,,species,,Violet Sabrewing,female
UWBM,University of Washington Burke Museum,Bird,56173,,Eupherusa eximia,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Eupherusa,,eximia,,species,,Stripe-tailed Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,68955,,Amazilia cyanura,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,cyanura,,species,,Blue-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,68956,,Amazilia saucerottei,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,saucerottei,,species,,Steely-vented Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,68961,,Amazilia saucerottei,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,saucerottei,,species,,Steely-vented Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,68962,,Amazilia saucerottei,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,saucerottei,,species,,Steely-vented Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,68966,,Hylocharis eliciae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Hylocharis,,eliciae,,species,,Blue-throated Goldentail,male
UWBM,University of Washington Burke Museum,Bird,68991,,Amazilia rutila,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,rutila,,species,,Cinnamon Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,68996,,Amazilia cyanura,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,cyanura,,species,,Blue-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,69001,,Amazilia rutila,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,rutila,,species,,Cinnamon Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,69012,,Amazilia cyanura,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,cyanura,,species,,Blue-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,69013,,Amazilia cyanura,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,cyanura,,species,,Blue-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,69024,,Amazilia saucerottei,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,saucerottei,,species,,Steely-vented Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,69026,,Amazilia saucerottei,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,saucerottei,,species,,Steely-vented Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,69027,,Amazilia saucerottei,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,saucerottei,,species,,Steely-vented Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,69030,,Chlorostilbon canivetii,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Chlorostilbon,,canivetii,,species,,Canivet's Emerald,male
UWBM,University of Washington Burke Museum,Bird,69032,,Amazilia rutila,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,rutila,,species,,Cinnamon Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,69038,,Amazilia rutila,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,rutila,,species,,Cinnamon Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,69046,,Hylocharis eliciae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Hylocharis,,eliciae,,species,,Blue-throated Goldentail,male
UWBM,University of Washington Burke Museum,Bird,69088,,Hylocharis eliciae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Hylocharis,,eliciae,,species,,Blue-throated Goldentail,male
UWBM,University of Washington Burke Museum,Bird,69093,,Amazilia saucerottei,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,saucerottei,,species,,Steely-vented Hummingbird,female
